509.501464844,309.468902588
493.497802734,299.827178955
478.441314697,289.739013672
464.041015625,278.833679199
436.416564941,255.09828186
411.497375488,228.754333496
389.473297119,199.85105896
379.399871826,184.257873535
362.482940674,152.085861206
355.306335449,135.488128662
343.880279541,101.431213379
339.286376953,83.4770278931
335.834594727,65.5492324829
333.417297363,47.2819900513
331.998779297,29.0715236664
331.55380249,10.2354288101
331.938323975,-7.37138748169
333.052185059,-24.9238853455
336.497772217,-61.3344345093
338.681365967,-79.6227264404
340.573852539,-97.3108291626
342.32824707,-115.507888794
344.321899414,-133.84552002
344.451934814,-134.485046387
347.590789795,-153.413757324
348.732116699,-167.784988403
351.252288818,-191.284606934
352.523803711,-208.511398315
354.075775146,-224.42590332
356.026092529,-243.643035889
357.08493042,-250.793258667
358.79006958,-261.709228516
360.254241943,-280.692779541
362.099060059,-298.98526001
365.81451416,-330.554260254
